Tweet,Analysis
  Glo u guys shld be thinking of going into Real Competition with MTN &amp; render good services that wil draw Mtn customers to ur own network. Mtn the widest network in Nigeria has *WhatsApp Customer Care. Pls Create Glo *WhatsApp Customer Care as well pls.,Strong
  Customer care services #glo,Neutral
"Glo network retrogressing instead of progressing
So annoying..
Glo network acting like nigeria government. They promise us better   services, get customers and renege on their promises..",Weak
" How for Christ sake will your customers in Lagos not have access to internet service for four days? Four days and you are claiming the van Damme of data. Awwwwwwwwwwwwwwwwwww. Glo, don't have a process through which you monitor your services? Sad.",Weak
"I want to use this opportunity to thank gloworld for prompt response to/fixing the poor services in ado-ekiti. Thank you glo customer care,thank you Mr Felix(glo ado) for getting in touch.    .",Weak
" if u guys know how many customers u are losing on daily basis due to ur unstable network in ABEOKUTA,am sure u will just fold up operations once and for all. Your services at Oluwo(6)and Magbon(OOPL) are  extremely BAD. MANY people DON'T even consider Glo a network. SAD!",Strong
"  Run away, crap goods, crap  Customer services, take your money and don't care then https://t.co/GaCv21fJdW",Very Weak
" U mean ur snail 🐌 speed data services?
The only attraction to glo is the data and not the efficiency of the data services.If u remove it, well.......

 please accept me back ur run-away https://t.co/gn8W4eAnzj customer.Amback.glo is no longer attractive.",Strong
 Glo is only good at affordable data but their reception is something else 9mobile's data services is expensive but their reception or network is fast if you ask me none is better and up to meeting customer standards let 9mobile just say #500 for 2gb 😂,Strong
GLO cuts delinquencies by 40% using FICO Customer Communication Services; reduces cost to collect by 15 % and the time it takes to collect by 3 days.,Neutral
" I subscribed to Glo 4g services I only got 800mb out of 2GB I've been calling your customer service to give me my full data, I was told ill",Weak
"   how many times will a customer tell you that your services in GRA Enugu is deplorable. 

This is the 4th time of complaint. 

I think it's time I leave you guys. 
Because of Glo. I was stranded yesterday",Weak
"  My brother i av been to so many places in naija nd i av never had issue with my glo network. Pls note! I am nt a promoter bt an old time customer whom has gotten so much satisfaction from its (glo) network services, so chill on glo.",Strong
"  Just did, the babe said some value added services were renewed. A line that I don’t use for anything asides data! Smh for Glo. 
I’ll kuku stick with my other newtwork jeje, I don’t have power. 
One less customer for them to worry about.",Weak
"So after all my complaints against poor customer services yesterday, all  could do was reply with a tweet of their offices. They conveniently ignored the ineptitude of their staff. Smh
Cc   .

Quite shameful doe",Weak
This is for a Customer .  Contact us for a video like this to convey your products and Services to People online.. #Business #Services #customerservice #Nigeria #jambcbt #marketingtips #MarketingStrategy #advertising #glo #CEO https://t.co/SoGdcwCxM7,Neutral
  I'm not providing any number to you guys. I can't keep providing the same info everyday. Everyone in EKET is experiencing poor data services. Get all the numbers of glo customers in Eket and use for your ticket creation to resolve the issue. Thanks.,Weak
GLO 1805.00 Globe Telecom Sets $850m Capex Budget 2018  to improve internet services in Philippines. Majority of budget isupports revenue momentum of its data services Intended to meet customer demand for bandwidth-intensive content.,Neutral
"Hi , 
I just want to let you knw that you, the founder of Glo, the CEO,The MD, the customer care services &amp; even myself are all mad.",Weak
Glo really needs to work on their customer care services!! I have not been able to reach them since yesterday,Strong
"Y does your network automatically subscribe to value added services that we do not opt in for. Is Glo in debt??? Pls if you are don't take it out on customers!!! Am tired of your fraudulent Act, Enough of the Sorry I hear and STOP stealing from people  ",Weak
"Etisalat Loses 324,000 Customers To MTN, Glo The active users of telecommunications services in the country stand https://t.co/jKzfJGAo5f",Weak
    Glo dat cut d rope of exploitatn by oda foreign comp is nw perfomin nnsense Struglin to av d largst! customer base widout imprv on services,Weak
 And . The glo network and customer services are the worst things after recession.,Very Weak
 Glo prices are unbeatable and their customer care services are quite amazing.👍,Neutral
Glo Recruitment: Manage a Retail &amp; Customer Services Outlet - How to Apply https://t.co/OhF9VH9kwM https://t.co/d0jM3GX4Fc,Neutral
" Your customer care, internet and services are pathetic. Calling for more than 5 weeks i ported to glo and tweeting also but the same poor internet, stereotypical responses is what i get. Don't make me to tell your network goodbye forever",Weak
"  The Entire Glo Customers Care Service needs a deep evaluation including your network services because the network has been bad now for months. 

Stop playing around  

This is a very serious issue for me and I believe for most people. 

Step up your game and do your job.",Weak
"I can't use the  network for data when I get home for almost a year now, lodged complaints severally except when I leave home but the Customer service reps seem clueless and helpless. Glo data services is wack and disgraceful.  https://t.co/yDSfR3s8xg",Neutral
"Customer service in Nigeria is dead. Nigerian products/services would listen to your complaints and still wouldn't shit... Glo, PHCN, The government, etc. Crap!!!",Weak
" Serve us with better services and we customers we be your marker. But you're not encouraging someone like me to continue using your network with am facing
Glo the pride is not more there please bring back pride by serving us better.",Strong
Enterprise Service Management: Unlocking the Value of Global Business Services  #erp #market #digital #customer #glo…https://t.co/hCNyYmjXcS,Neutral
Glo World Customer services will ask where is my location as if it's only specific to some locations. Everywhere... https://t.co/zXR8QgxlJw,Neutral
" Glo is now a corporate scanner. Imagine recharging your line and a week after, you can't still use it. Terrible customer services",Weak
Radaada! live this 👇 to the sports papers and kindly face your work of providing network services! It's as if you want Glo customers to be😂 https://t.co/pyiXXrFsFR,Strong
  has devised another method of cheating by subscribing customers to services unsolicited and charging them. Beware!,Neutral
 The new method for generating revenue in  now is to subscribe customers to services indiscriminately. Isn't that fraudulent?,Strong
 you guys just derive pleasure in losing customers with mediocre services like glo,Weak
 Glo Network Is Very Poor In Terms Of Internet Services!!! Improve It Or You Lose Your Major Customers!!!,Weak
"#GloFreeDataDay   is glo rewarding its customers &amp; improving their services, enjoy d #WelcomeBackOffer for a recharge of #6000 ",Strong
 Glo is a larcenous corporate entity. It steals customers' credit. It just stole mine for unsolicited services. 08055203417.,Neutral
"Etisalat Loses 324,000 Customers To MTN, Glo The active users of telecommunications services in the country stand https://t.co/zxtXd4Tbzm",Weak
 glo has the worst services and customer care in Nigeria so far. Pls i need ur intervention  ,Weak
Them go carry mediocre and fake parts put for una and na the result be the poor network services wey una dey provide for una customers ,Weak
" you all involved with glo should be ashamed of urself,for in 2017 u can't deliver good services to ur customers #Rubbishnetwork",Very Strong
 GLO should refund all charges on me due Value Added Services which I never subscribed for. It's a way to defraud customers!,Weak
"GLO the most terrible and useless network in Nigeria, billing customers unnessarily for services they never bargained for.",Weak
"  Glo, you are out facing your Customers ability to access your services. It's ridiculous and ill visionary. I'd advise you address this issue",Weak
"Etisalat Loses 324,000 Customers To MTN, Glo The active users of telecommunications services in the country stand https://t.co/zxtXd4Tbzm",Weak
We strive to continually excel in IT services and are extremely customer orientated and driven. Visit Glo homepage https://t.co/OFn4OkSCWg‼️ https://t.co/HW4SIOV8Z7,Weak
 Lol It's Good. We Don't Need Too Many Customers To Come And Ruin Thier Services. I'm Happy With Glo 😊😊😊😊,Very Strong
Customers cry out about terrible Glo services        https://t.co/JaI7JjAjE5,Very Weak
     pls hlp us..i gave up on GLO long ago cos of poor customer services..just recently,Weak
     enough of the terrible customer services from glo #glositup,Weak
"  Also the person in charge of Parks then  has been promoted.  Head of Customer Services, or some silly name",Weak
It's like glo don't check the vocabulary scope of their customer care agents. So you want to escalate my poor data services? Great!! https://t.co/G3ZhZ4aOtS,Strong
"Etisalat Loses 324,000 Customers To MTN, Glo The active users of telecommunications services in the country stand https://t.co/zxtXd4Tbzm",Weak
"Glo , last warning if you don't improve on your data services, you are losing a loyal customer.",Strong
"  terrible services... and wait, calling their customer service line is entirely a nightmare. 
What works in Nigeria?",Weak
"   but wen it comes to customer services airtel is alot better Dan glo, dat I cN verify. Glo is crap",Weak
"Etisalat Loses 324,000 Customers To MTN, Glo The active users of telecommunications services in the country stand https://t.co/zxtXd4Tbzm",Weak
"Dstv is just a rip off....Get an explorer, pay for services and don't get it!!! Customer service? Worse than Glo and Swift..",Weak
 a responsible &amp; customer friendly companyshld protect and deliver expected services but not . I lost money &amp; time to Glo,Strong
"Etisalat Loses 324,000 Customers To MTN, Glo The active users of telecommunications services in the country stand https://t.co/zxtXd4Tbzm",Weak
" Glo services are getting worse, Internet service so slow, talking to a customer care is practically almost impossible""",Weak
"Pls my friends out there. Who have the best customer care services out of airtel, mtn, glo, and Etisalat",Very Strong
" .. Pls bro..Glo sent me a message that Dear Customer, starting December 17, 2016 BlackBerry services on your device will no longer",Neutral
"Increased Customer Base Fuels #NGDATA's Record Growth, Driving Expanded Leadership Team and Glo... Read Blog: https://t.co/jgcm5RE5sh",Very Weak
 which we ur customers can't benefits from. I wonder what glo management are doing abt providing good services for we customers.,Very Strong
" I've been trying to get the number through your customer care &amp; glo services app on phone, not working",Neutral
"MTN, Glo, Etisalat: Angry service customer channels anger to NCC for poor 4G LTE services - https://t.co/YTc3AklDXB https://t.co/DUYIvieuJr",Weak
"MTN, Glo, Etisalat: Angry service customer channels anger to NCC for poor 4G LTE services - https://t.co/YTc3AklDXB https://t.co/ws82vv46Ym",Weak
"MTN, Glo, Etisalat: Angry service customer channels anger to NCC for poor 4G LTE services - https://t.co/YTc3AklDXB https://t.co/vR9FlCrY6O",Weak
"MTN, Glo, Etisalat: Angry service customer channels anger to NCC for poor 4G LTE services - https://t.co/YTc3AklDXB https://t.co/RARVboV2pi",Weak
"MTN, Glo, Etisalat: Angry service customer channels anger to NCC for poor 4G LTE services - https://t.co/YTc3AklDXB https://t.co/6jhTV7jUgp",Weak
"MTN, Glo, Etisalat: Angry service customer channels anger to NCC for poor 4G LTE services - https://t.co/YTc3AklDXB https://t.co/jQUFKhlN4i",Weak
"For Glo, Overload is a Game Changer: By Raheem Akingbolu In tariff, customer services and reward for subscrib... https://t.co/qdvzqcEBvf",Weak
 It`s for real. It`s on Glo card only and needs to be purchased from Customer Services in the town centre. Please bring student ID.,Strong
World Wide Technology and #Awarepoint Partner to Deliver Location as a Service to Customers Glo... Read more: https://t.co/DkHma4VD4o,Strong
Glo has more effective adverts on CNN than effective data/internet services for their customers.,Strong
" Hi Gloria, The correct number to contact Customer Services on is 0330 026 2728. Kind Regards, The Bonmarche Social Team.",Strong
" Hi Gloria, I will chase this up with our customer services departments for you and they should be in touch shortly.",Neutral
#banking #jobs Customer Experience Leader: We provide customised business process services to glo... https://t.co/y8Dlx3tG4P #PortTalbot,Neutral
"Giving our customer more value for less. Watch our President of Defence Services, Paul Craig, discuss innovative glo…https://t.co/8HQszHbfED",Strong
"This is not true! glo is very slow: customer services poor, call center agents poor, network during calls poor... https://t.co/utKR9h1fvB",Weak
" glo keeps apologizing to their customers for months, due to the poor data services, yet no improvement.
#nccsanctionglopls",Weak
 Hi Amy. We offer a 10% discount on Glo card products at our Customer Services Centre in Bournemouth https://t.co/oBeS5fswOJ,Neutral
"Glo has been something else this week, effortlessly driving away customers with poor internet services...😥",Weak
  glo should step up in providing quality data services to its customers.,Neutral
"Customer Service Agent in Chesapeake, VA: Fort Monroe, VA
Sutherland Global Services
Sutherland Glo... https://t.co/FnngVF32sC",Neutral
It would be very interesing to find out how long it takes Glo Customer Services to respond to an email. I am waiting,Strong
#banking #jobs Customer Experiencesales Advisor: We provide customised business process services to glo... https://t.co/UD84TfiGJu #Neath,Neutral
 cont1. I had complained to the glo customer care services but they always referred me back to the bank. #Thank you,Weak
#banking #jobs Customer Experiencesales Advisor: We provide customised business process services to glo... https://t.co/cdvmuQH60j #Neath,Neutral
"ETTN TCS ranked number one for customer satisfaction: LONDON: India's Tata Consultancy Services, a leading glo... https://t.co/AJZ2eYVX4e",Neutral
"Customer Services Representatives: Speedmarketing - Islamabad - Rawalpindi, Punjab - Pulse Glo... https://t.co/nRna9zs7on #Pakistan #Jobs",Neutral
" Dear Sir,We are a digital media  agency that give services in Turkey. 
We face problems in certifying accounts with our customers.",Neutral
 ur services lately is terrible nd ur customer care are even making mata worse. I literally ported to Glo n now im regretting i did,Weak
" OK, is it our fraud team you've dealt with Nicky? Or customer services?",Strong
So GLO NG network has been down since 9am calls and internet services all out I hope they will compensate customers,Weak
Etisalat has the best customer services. Glo suckss,Very Strong
"Shortcodes for Glo services
Glo shortcodes

Shortcode Description
121 Customer care
*123*xxx xxxx xxx# Top up... https://t.co/SyY8JSr9MC",Strong
Guys please what network provider gives the most customer friendly data bundle services? Really needed to try something other than MTN. GLO?,Strong
RT uktemps #healthcare #jobs Customer Experience Advisor: We provide customised business process services to glo... …,Neutral
#healthcare #jobs Customer Experience Advisor: We provide customised business process services to glo... https://t.co/hUpFbqJB7c #Cardiff,Neutral
#banking #jobs Customer Experience Advisor: We provide customised business process services to glo... https://t.co/C0UZSZqkQC #PortTalbot,Neutral
"Which Mobile Service Provider is the worst when it comes to Customer Services in Nigeria? MTN, Airtel, Glo, Etisalat, Visa phone &amp; Nitel#!",Very Weak
   lol yeah I understand. Glo's Internet services is still ok but their customer care drives me nuts,Strong
 Glo is scam and it extorts from it's customers without services rendered,Neutral
RT uktemps #healthcare #jobs Customer Experience Advisor: We provide customised business process services to glo... …,Neutral
#healthcare #jobs Customer Experience Advisor: We provide customised business process services to glo... https://t.co/l6QvEIdN7k #Cardiff,Neutral
#healthcare #jobs Customer Experience Advisor: We provide customised business process services to glo... https://t.co/lxfbrPl8WC #Cardiff,Neutral
#banking #jobs Customer Experience Advisor: We provide customised business process services to glo... https://t.co/gKeq0qKuv2 #PortTalbot,Neutral
 MTN because glo lack of customer services,Neutral
#healthcare #jobs Customer Experience Advisor: We provide customised business process services to glo... https://t.co/Lw7fFyn79w #Cardiff,Neutral
#banking #jobs Customer Experience Advisor: We provide customised business process services to glo... https://t.co/aQu6RmfFbq #PortTalbot,Neutral
Kevin lavell - customer services,Neutral
" customer services on twitter of mtn, glo, blackberry worldwide, nintendo etc does dat i wonder Y a bank shouldn't,",Neutral
#healthcare #jobs Customer Experience Advisor: We provide customised business process services to glo... http://t.co/8DhyRxaeEx #Cardiff,Neutral
Glo is a disgrace to this country they don't care if they are providing a better services to it's customer,Strong
#banking #jobs Customer Experience Advisor: We provide customised business process services to glo... http://t.co/LdR1K5gnTu #PortTalbot,Neutral
#healthcare #jobs Customer Experience Advisor: We provide customised business process services to glo... http://t.co/0Siez3KWJ2 #Cardiff,Neutral
#banking #jobs Customer Experiencesales Advisor: We provide customised business process services to glo... http://t.co/wNTEE1Z3q5 #Neath,Neutral
"Glo Gh
How many times do you want me to call and tell your customer service centre that am/we suffering. HIGH CHARGES..POOR SERVICES
#glogh",Strong
"#Aerospace #Jobs Airline Customer Service Agent: Dal Global Services - Syracuse, NY - Dal Glo... http://t.co/FhAhthsqt9 #NewYork #US #NY",Neutral
" terrible customer services, aggressive driver and you have stolen £400 of products from me and don't even care!!!",Very Weak
#banking #jobs Customer Experiencesales Advisor: We provide customised business process services to glo... http://t.co/L9lfx4TNzF #Neath,Neutral
#banking #jobs Customer Experiencesales Advisor: We provide customised business process services to glo... http://t.co/NjlIrjDphd #Neath,Neutral
 it's so painful 4 a Glo customer 2 hv 2 wait 20 min on a customer care call just 2 make a simple inquiry. Improve ur services,Weak
Please call #LAWMA customer care lines 5577 ( for GLO users) or 07080601020 for inquiries and backup services. /2,Neutral
"#legal #jobs Director Of Global Knowledge Management: RAP, marketing, global customer services and glo... http://t.co/4ecWxqcAE1 #Oxford",Strong
#banking #jobs Customer Experiencesales Advisor: We provide customised business process services to glo... http://t.co/ogE5N7PdJ2 #Neath,Neutral
#banking #jobs Customer Experience Advisor: We provide customised business process services to glo... http://t.co/dLtuQbuDuo #PortTalbot,Neutral
 Rajat Pradhan your Business Development Executive does not reply to emails from customers interested in using your services,Strong
"Dear #Mtn #Airtel #Glo #Etisalat, shutdown phone services, leave BIS. A Loyal Customer.",Strong
"Nigeria #glo should just scrap their customer care services.I called to lodge a complain, I was on fone for almost 2 hours. No one answered",Neutral
#healthcare #jobs Customer Experience Advisor: We provide customised business process services to glo... http://t.co/q5GbCo1ve2 #Cardiff,Neutral
""": Glo offers 200% bonus airtime to customers http://t.co/Qvo2RzSYjX"" I need BETTER services not promos!!!  😠😡",Strong
  this glo customer care still dey learn work.. You guys should upgrade your services.,Neutral
Glo must be in competition with MTN on who has the most useless customer care services.....,Neutral
 glo? Please don't even go there. MTN may be useless but at least have customers services. Glo will mess you up both ways..,Weak
 4 over 3 weeks now in ph glo services is at it poorest level. No calls n data. Its too 4strating 4 a loyal customer like me,Strong
"GloCare  if glo's having problem with data services in Kano, I believe their customers have the right to be notified.",Strong
"#Job #LasVegas Customer Service Rep.: NV-Las Vegas, tbd APAC Customer Services, Inc., an EGS Company, is a glo... http://t.co/LMExMLfv9S",Neutral
"Drat. Too much work...RT :  But unlike Glo,their customer services will actually (cont) http://t.co/BJcPqEQzQu",Strong
" But unlike Glo,their customer services will actually help process the recharge over the phone if you call and give serial #s etc.",Neutral
" #u guys r very stingy jor, no incentive for customers at all and its as if u hv quality services, learn frm Etisalt n Glo!",Strong
ISBPL: #NEWS Wipro Opens Customer Centre in US: IT services major Wipro on Thursday said it has launched a glo... http://t.co/Pvtt6oEjNX,Strong
Wondering y Glo waste so much money on commercials when they can't provide stable internet services to it's reliable customers. #useless,Weak
"#social services Sales Advisor  Full Time: shopping experience, with excellent customer service in a glo... http://t.co/iNplbrv6ai #jobs",Strong
"#Job #Schweiz #ch Software Engineer Customer Services (Java): Swisslog - Buchs, Aargau - Swisslog ist eine glo...  http://t.co/9W01OeUXfX",Neutral
"#social services Sales Advisor  Part Time: shopping experience, with excellent customer service in a glo... http://t.co/Ao4QjV6kfL #jobs",Strong
"#social services Sales Advisor  Full Time: shopping experience, with excellent customer service in a glo... http://t.co/uXBqKF9a5H #jobs",Strong
Korea’s Acroverse Creative Adopts IBM Cloud Services to Improve Customer Experience Glo... http://t.co/707ervllim http://t.co/l9B20OYbaN,Strong
" has the worst customer care services I've seen. Calling for the past days, yet they won't take the call.",Weak
"Customer Service Representative,Retail Sales &amp; Support: APAC Customer Services, Inc., an EGS Company, is a glo... http://t.co/ViWlDQQQFJ",Neutral
"Customer Service Representative,Retail Sales &amp; Support: APAC Customer Services, Inc., an EGS Company, is a glo... http://t.co/4qtoEad28N",Neutral
Living in Rivers State? Find locations of our Gloworld and Glozones for our customer support services. #Glo.,Neutral
Living in Rivers State? Find locations of our Gloworld &amp; Glozones for our customer support services. #Glo,Neutral
Glo now offers excellent services to its customers nationwide#Nigeria,Strong
Living in Rivers State? Find locations of our Gloworld and Glozones for our customer support services.Glo with pride #GloWorld,Neutral
Living in Rivers State? Find locations of our Gloworld and Glozones for our customer support services.Glo sim #GloWorld,Neutral
Living in Rivers State? Find locations of our Gloworld &amp; Glozones for our customer support services. #Glo #GloWorld,Neutral
 you guys have the best customer care services compare to this worst network called GLO ,Neutral
"2 we customers? RT : BREAKING NEWS: MTN, Airtel, Glo To Pay N678 MILLION In Fines For Poor-Quality Services http://t.co/CxVeuNZqpS",Neutral
"When I'm bored,  I call up MTN customer care and complain about Glo poor services! #FightBoredom #lumia625  ",Weak
"Glo customer services 121, don't start or end your day by calling this number because you will start or end it in a very bad mood.",Very Weak
You guys are the best in everything! Prouducts and Services rocks! And they have a great customer service. #Glo... http://t.co/vr6S0wAovi,Very Strong
Like a BOSS. Oga at the top tinz RT : Totally loving this executive access to glo customer care services glo placed me on.,Strong
Totally loving this executive access to glo customer care services glo placed me on.,Strong
"Lmao. Because MTN and GLO have millions of customers, you will tolerate crappy services from their reps? What kind of thinking is this?",Strong
" Calling 180 is just a west of time, it's totally has no use. Airtel, Glo and Etisalat has no issue with Customer Care Services.",Neutral
" pls hw can I port to Glo 4rm MTN,Mtn services in my zone is terrible thanks,tired of calling their customer care",Very Weak
  i shouldn't say this but i've actually resigned from a job because i disagreed with some customer services policies.,Neutral
" .....madness, if they want to create a number for customer care services, d numbers shld be prompt&amp;easy like when u call Glo 333....",Neutral
GLO NG don't offer customer care services anymore.... Itz pathetic :(,Very Weak
"All these seemless telco Giants in Nigeria hv crappy,unskilled customer services officers#MTN#Glo",Neutral
Is there any time when glo airtel and mtn customer services are not going through maintenance,Neutral
 is Glo a better network am fed up with your services an apparent consistent anomaly....regards peevish customer.,Strong
" customers are aware of the information. Which is buy my product with good services. Glo isn't a new product, customers are aware",Strong
"Glo Customer Care now uses a
new twitter handle, .
We follow back.
 will be used
for info on products, services.",Strong
"Glo Customer Care now uses a new twitter handle, . We follow back.  will be used for info on products, services, etc",Strong
"Glo Customer Care now uses a new twitter handle, . We follow back.  will be used for info on products, services, etc",Strong
"Glo Customer Care now uses a new twitter handle,. We follow  back.  will be used for info on products, services, etc",Strong
"Glo Customer Care now uses a new twitter handle,. We follow  back.  will be used for info on products, services, etc",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back.  will be used for info on products, services, etc",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back.  will be used for info on products, services, etc.",Strong
We provide our customers with the best services at their doorsteps.,Very Strong
"Glo Customer Care now uses a new twitter handle,. We follow back.  will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back.  will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back.  will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back.  will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back.  will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back.  will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back.  will be used for info on products, services, etc",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back.  will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back.  will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back.  will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back.  will be used for info on products, services, etc",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back.  will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back.  will be used for info on products, services, etc",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back.  will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back.  will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back.  will be used for info on products, services, etc.",Strong
"kuku port. “: Glo,please we don't want celeb ambassadors. We want improved network services. Thanks. Signed,Concerned Customers.",Strong
"Glo,please we don't want celeb ambassadors. We want improved network services. Thanks. Signed,Concerned Customers.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back.  will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back.  will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back.  will be used for info on products, services, etc",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back.  will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back. will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back. will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back.  will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back.  will be used for info on products, services, etc.",Strong
"Five #telecom companies in #Ghana fined for poor services to #customers. #MTN, #Tigo, #Glo, #Airtel &amp; #Expresso. They are to pay Ghc900, 000",Weak
"Glo Customer Care now uses a new twitter handle,. We follow back. will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back. will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back. will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back. will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back. will be used for info on products, services.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back. will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back. will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back. will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back. will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back. will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back. will be used for info on products, services, etc.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back. will be used for info on products, services, etc.",Strong
"Glo Mobile Ghana, operators of Glo network has pledged to continuously offer the best of services to its numerous customers.",Strong
"Customers getting better services should be  d ultimate RT : MTN tackling Etisalat, Airtel tackling Glo.",Strong
"Glo Customer Care now uses a new twitter handle,. We follow back. will be used for info on products, services, etc.",Strong
"Glo Customer Care has a new twitter handle . We follow back. will be used mainly for info on products, services...",Strong
"Glo Customer Care has a new twitter handle . We follow back. will be used mainly for info on products, services...",Strong
"Glo Customer Care has a new twitter handle . We follow back. 'll be used mainly for info on products, services, etc.",Strong
"Glo Customer Care has a new twitter handle . We follow back. 'll be used mainly for info on products, services, etc.",Strong
"Glo Customer Care will be using a new twitter handle .  will be used mainly for info on products, services, etc.",Strong
"Glo Customer Care will be using a new twitter handle .  will be used mainly for info on products, services, etc.",Strong
"Glo Customer Care will be using a new twitter handle .  will be used mainly for info on products, services, etc.",Strong
"Glo Customer Care will be using a new twitter handle .  will be used mainly for info on products, services, etc.",Strong
"Don't forget Glo Customer Care hasa new twitter handle .  will be used mainly for info on products, services, events",Strong
"Don't forget Glo Customer Care has a new handle .  will be used mainly for info on products, services, events, etc.",Strong
"Don't forget Glo Customer Care has a new handle .  will be used mainly for info on products, services, events, etc.",Strong
"Dont forget Glo Customer Care has a new twitter  handle .  will be used for info on products, services, events, etc.",Strong
"Dont forget Glo Customer Care has a new twitter  handle .  will be used for info on products, services, events, etc.",Strong
"Glo Customer Care will be using a new handle .  will be used mainly for info on products, services, events, etc.",Strong
"Glo Customer Care will be using a new handle .  will be used mainly for info on products, services, events, etc.",Strong
"""Enjoy ur services?   Its been horrible thus far : Dear Customer, as directed by NCC, we request u register ur Glo SIM card.",Weak
"Dear Customer, as directed by NCC, we request u register ur Glo SIM card on or before 12th April in order to continue to enjoy our services.",Strong
"Dear Customer, as directed by NCC, we request u register ur Glo SIM on or before 12 April 2013 in order to continue enjoying our services.",Strong
"Dear Customer, as directed by NCC, we request u register ur Glo SIM on or before 12 April 2013 in order to continue enjoying our services.",Strong
", Glo Customer Care will be using a new handle .  will be used mainly for info on products,services,",Strong
",Glo Customer Care will be using a new handle .  will be used mainly for info on products, services,",Strong
",Glo Customer Care will be using a new handle .  will be used mainly for info on products, services,",Strong
",Glo Customer Care will be using a new handle .  will be used mainly for info on products, services,",Strong
", Glo Customer Care will be using a new handle .  will be used mainly for info on products, services,",Strong
",Glo Customer Care will be using a new handle .  will be used mainly for info on products,services,",Strong
",Glo Customer Care will be using a new handle.  will be used mainly for info on products,services,events",Strong
Abeg cc me glo handle somebody. u can't just be treating ur customers like crap. After all the poor services una get mind dey slash bundle.,Weak
"Glo Network  services is deteriorating, yet they are busy introducing new products and looking for more customers.",Strong
 Glo stop defrauding Nigerians by subscribing ur customers from services they don't subscribe for. Be warned!!b,Neutral
"Dear glo, seems like u dont have enuff customer care agents to attend to us, u can kindly employ my services. Yours faithfully, dr stellz",Strong
"Dear Customer, your account balance is low. Please recharge your line and enjoy Glo services........",Strong
Ughh RT : Lol pele RT Deeliciouzz: Glo and their useless customer services...how can I start ... http://t.co/ePfzHiJK,Strong
Lol pele RT : Glo and their useless customer services...how can I start my morning angry becos ... http://t.co/BkLynovb,Weak
Glo and their useless customer services...how can I start my morning angry becos of them? Simple internet ... http://t.co/BH8De9Op,Weak
"Glo services is so fucked. Imagine giving an over scratched card to dr Customer Care offc, n it hasn't bn resolved for a month",Weak
"​Lol x_x "": Customer that knows his right. Sue very well o. O:) RT : I paid 4 services, I'd sue glo -____-""",Strong
"Customer that knows his right. Sue very well o. O:) RT : I paid 4 services, I'd sue glo -____-",Strong
