Unnamed: 0,Username,Tweet,Like Count,Retweet Count,Subjectivity,Polarity,Analysis
298,Starfrosh_1,GLO... Legit Network 4 Data Plan 💯✌️🌎 https://t.co/ikfv44UGvN,2,0,0.0,0.0,Neutral
299,is_sylva,"Data plan should be unlimited if it says it is unlimited. If Mtn, glo etc can not do that, then they can go. Please let's do it like is done in USA, UK and developed countries. 

My software development company will build softwares for Nigeria.",0,0,0.3,0.1,Strong
300,DpowerBankers,"Glo's Match Day Special Offer data plan is the real deal! 
10GB for #1,000 only. Talk about data offering with unlimited gusto.",0,0,0.6238095238095238,0.2023809523809524,Strong
301,SJosipe,"Glo network still retains its status as the most useless in Nigeria
Bought a 24-hour 4GB data plan yesterday to download a game and still have not downloaded the app up to half 
Even WhatsApp messages take a while to load. For a whole day
Now it's going to expire at my expense",0,0,0.33333333333333337,-0.07333333333333333,Weak
302,andre_chris04," But u can assist me with data plan 08058477143. GLO
YOU ARE BLESS DEAR",3,0,0.0,0.0,Neutral
303,eaglethefirst, Try GLO 1TB data plan if it’s stable in your area. Lasts for a year.,0,0,0.0,0.0,Neutral
304,SampaAsa,"  I'm fr Gy
1500 data plan in Glo is 7Gb
Buh MTN 2k no reach am",0,0,0.0,0.0,Neutral
305,Ketas_Perfumery,Shora fun glo data plan😪😪😪,0,0,0.2,0.3,Strong
306,hoye1620,"Glo is toying with my emotion ………which one is “Dear Customer, Your data plan will expire soon”………plan mi bawo",0,0,0.0,0.0,Neutral
307,Hauwa__Mohammed," My uncle has over 20gb on his phone and he’s not using it
Wetin person wan dey use 1gb per day do 

I know Glo has sharing option that allows you add user(s) to your data plan",0,0,0.15000000000000002,-0.2,Weak
308,Iam_Vanpersie, pls I’m finding it difficult to subscribe to a data plan on my glo line. It keeps saying error occurred. What can i do pls…,0,0,1.0,-0.5,Weak
309,Iamd_a_mmy, Glo data plan,0,0,0.0,0.0,Neutral
310,kill_sh0," It's not everywhere sha 
Glo actually has nice network in places

The only issue I face is the switching off data plan 😂
You'll have to switch airplane mode on and off for awhile",1,0,0.7000000000000001,0.19999999999999998,Strong
311,DesignLova,"   Glo is sweet when it comes to their data plan 
The network shake me yesterday too 😂",1,0,0.65,0.35,Strong
312,GloCare,      Hello . I apologize for the delayed response and for the issue experienced. May I know if you have been able to subscribe to the data plan? **Adigun,1,0,0.7625,0.65,Strong
313,Newshour_ng,"Glo Data Plan: How To Buy Data Bundle, Subscription Codes And Price https://t.co/xA77HGGGhi",0,0,0.0,0.0,Neutral
314,Kyleran047, I have been trying to subscribe to a data plan on my glo line 09057516406 to no avail. Pls any problem with the line? Pls help.,0,0,0.0,0.0,Neutral
315,keeflee33,Glo don Make corrections. Adupe. Ewo ni YOUR PLAN WILL EXPIRE SOON or YOUR PLAN HAS EXPIRED. I dey always return the curse Sha. Now they have adjusted it to YOUR DATA PLAN,0,0,0.0,0.0,Neutral
316,pepperxzn,"Glo, is it that your megabytes are gigabytes or somebody from your head office is sharing my data plan?",2,1,0.0,0.0,Neutral
317,ParagonFuaz,"So MTN increased data plan prices, Airtel rush follow am. Wow, rich networks. 

Now 40gb no dey reach 3 weeks again; Airtel nice one. Na GLO I dey switch enter ASAP 😂🥱

Make I use our own network as a patriotic Nigerian sef. 😂😂😂

😡🥲",4,2,0.9375,0.41874999999999996,Strong
318,timiroyale,"Glo: Dear Customer, your data plan will soon expire

Me: 😩😩 https://t.co/3FIP4tpuKy",5,1,0.0,0.0,Neutral
319,otwDonny,"Fed of buying data on this glo sim, data draining ASF?! Wait how imma be buying one month data plan every three days without downloading nun not even watching videos or whatever just WhatsApp and Facebook...that's some bs 😕😒",0,0,0.0,0.0,Neutral
320,bobbysax_Eno," Yeah glo so I just recharge 2000 naira now and I tried buying a data plan and it's saying insufficient funds, I can't even check my airtime Balance because it keeps saying connection wahala , and still can't even check data balance or mmi I code wahala",0,0,0.0,0.0,Neutral
321,Azeezade1006," You people are just not responsible to your customer complain, haven sent in twits to your customer handle on your poor service as regards not able to recharge my data plan for more than three days now both on *777# and your Glo App. Too bad of you.",0,0,0.5883333333333333,-0.18999999999999997,Weak
322,AkiluNetwork,GLO DATA PLAN https://t.co/I6hmP6zQdL,0,0,0.0,0.0,Neutral
323,AkiluIliyasu,GLO DATA PLAN https://t.co/JB1uThTlJD,0,0,0.0,0.0,Neutral
324,connect_visual,Who noticed you have been unable to subscribe to any Glo data plan since yesterday,1,0,0.5,-0.5,Weak
325,thesegunadeleke,"GLO Data Users. 

Great Data Plan Options IMO for Students.

Enjoy ✨ https://t.co/FZWBYN6Xob",9,2,0.625,0.6000000000000001,Strong
326,mickyoduds,"   Glo for more than 24 hours now I can't subscribe to any data plan, it keeps saying ""Error occurred try again later"". I had to borrow data and pay it back with my balance before I could access the internet. What's happening now?",0,0,0.16666666666666666,0.16666666666666666,Strong
327,BrightOluleke,"  Good morning glo pls have been trying to purchase a data plan since yesterday and I have been receiving messages like an error occurred pls what can I do 
09058569434",0,0,0.6000000000000001,0.7,Very Strong
328,ALEX956368, Glo you guys are really annoying since yesterday I have been trying to renew my data plan  it’s saying system error wtf I have been borrowing data like a beggar from you I thought airtel was the worst until I  used Glo lol 🤌🏽,2,0,0.8999999999999999,-0.37499999999999994,Weak
329,Samsonsins,"  I've been try to subscribe to a data plan on glo, but it's showing me sorry an error as occured since a day before",0,0,1.0,-0.5,Weak
330,SFunmilayp," I have been trying to subscribe to a data plan on glo since yesterday ,but it's showing me error has occurred please try again later 
Why?",0,0,0.0,0.0,Neutral
331,_Otis__, I have not been able to subscribe to any data plan on Glo…It keeps saying an error occurred and the customer care line has been busy since like forever🤦🏼,0,0,0.4625,0.3,Strong
332,johnpaulleo," please since today morning  around 12am , I've been trying to buy a data plan using code but all glo has been sending me it's  ""sorry ! , an error has occurred. Please try again later 
I don't know whether it's only me having this issue please ? Fix it please",1,0,0.6666666666666666,-0.20833333333333334,Weak
333,CossyRichards," Fix up! Since yesterday, I can’t buy a data plan. Do something abeg. Glo users are complaining.",0,0,0.0,0.0,Neutral
334,davre_views,I'm currently having issues buying a data plan on my Glo sim😭😭  ,0,0,0.4,0.0,Neutral
335,FikayomiAkinde1, I have been trying to subscribe to data plan on my glo line. But it keeps showing error ? What could be the problem ?,0,0,0.0,0.0,Neutral
336,GbanAnybody,the glo unable to subscribe for data plan issue is so serious that even their call center unit dont have another option for purchase of data to subscribers  at this time   seem  is having data purchase patronage today. i pity u if you buy airtel,0,1,0.36666666666666664,-0.2583333333333333,Weak
337,NotRootbutRuth," Good Evening Glo

I have been trying to subscribe to a data plan since yesterday....I used the *777# code but when ever it's get to the stage of subscribing,I get  
SORRY ! An error has occurred. Please try again later.
My number is 09050709093",0,0,0.5333333333333333,0.024999999999999984,Strong
338,roobiemusic," hello me again, calling you to sort out this network issue ,its been more than a day and I can't buy a data plan. Keep getting ""error occurred"" reply. I missed a huge money yesterday being idle the whole day. I patronise glo well, makes me question my choice of network.",1,0,0.6,0.3666666666666667,Strong
339,roobiemusic," hello am cajetan and I am having issue with my Glo line,I have been trying to buy a data plan since yesterday morning, but I keep getting an ""error occurred"" reply. This isn't the first time. I can't recall the times I was idle because of network issue from my glo line",0,0,0.3333333333333333,0.25,Strong
340,EbereOctavia,"  I have been trying to subscribe to a data plan on glo,But it's showing me error has occurred be try again, 
Why?",1,1,0.0,0.0,Neutral
341,O22loro, Both glo and MTN they are just useless data plan zero that’s for glo network zero MTN hike in data plan,0,0,0.2,-0.5,Weak
342,thisDABLESS,"  Y'all give big data plan that can only work for 3 apps,the most annoying network in Nigeria is glo",0,0,0.625,-0.07500000000000001,Weak
343,Prospark_,  Okay. If you can make it very good then people will come for glo than any other networks because you have a good data plan,1,0,0.5637500000000001,0.49624999999999997,Strong
344,adenitan," what's the tarrif for the Glo N500 data plan that gives 8gig for 14 days.
I got an SMS advertising this as new data plans",0,0,0.45454545454545453,0.13636363636363635,Strong
345,GloWorld," Hello  , I am sorry to hear this. You can subscribe to the Glo special data plan with no Glo night bonus data. Kindly dial *777# to subscribe. https://t.co/7NKTXTPVUa
_Paul",0,0,0.8238095238095239,0.15238095238095237,Strong
346,CollinsKaosiso1, 😩😩 but U get glo data plan,1,0,0.0,0.0,Neutral
347,CollinsKaosiso1," Like seriously, u know any glo beta data plan",0,0,0.6666666666666666,-0.3333333333333333,Weak
348,LanreAduke,"Get your Cheap Internet Data Plan and Airtime Recharge for Airtel, 9mobile, GLO, MTN, Pay DSTV, GOTV, PHCN, Results check..

NO SCAM ZONE ✅ 💯❤️ https://t.co/jqr4NimUEm",96,87,0.7,0.4,Strong
349,GloWorld," Hello . To view your data sharing list, please dial *127*00#. To remove the number, please dial *127*02*glo number#. You also need an active data plan to remove numbers from your shared list.
*Martins",0,0,0.6,-0.13333333333333333,Weak
350,Mike_2000__,"If not you indicate it. Anything less than this is wickedness and extortion. Since it's all part of the data plan eg 1month data plan of N1500 is 7.5G. And the 4G included will just expire within 3days. It's  extremely not fair.
This is my experience with Glo data",0,0,0.48333333333333334,-0.2583333333333333,Weak
351,Lbkraji,It took Glo forever to activate my data plan and it makes you wonder why?!,0,0,0.0,0.0,Neutral
352,idowutaiwo390,"I was scam yesterday mid night by Glo Network.i did a data plan of 7.5GB,imagine I update 6 Apps not much than 20mb and 4GB data was exhausted.",0,0,0.3,-0.16666666666666666,Weak
353,Oluwa_dharmii,   Omooo see I'm only enjoying their data plan...every other thing is shiiittt....Glo network fit  go for 12hrs make you no fit do anything omo,0,0,0.5549999999999999,0.11499999999999999,Strong
354,GloWorld," Hello . Kindly be informed that you can not transfer data on the Glo network. You can only share your data plan with other Glo users.
*Martins",0,0,0.7583333333333333,0.15833333333333333,Strong
355,GloCare,"  After activation of the MiFi, you also get additional 5GB data on purchase of data plan of N5000 and above for a period of 6 months. Kindly visit a Glo outlet to purchase the MIfi.
https://t.co/j2TkM9drNc

 **Adigun",0,0,0.5,0.3,Strong
356,deylepro," Glo has been shitty in Ibadan , I do weekend 3gig data plan and on Sunday evening , I still have about 1 gig left , e no de go at all",0,0,0.0,0.0,Neutral
357,LanreAduke,"Buy Cheap Internet Data Plan and Airtime Recharge for Airtel, 9mobile, GLO, MTN, Pay DSTV, GOTV, PHCN, Results check..

All from Ayesh Telecom 💯❤️ https://t.co/62TXzWDzYQ",43,38,0.7,0.4,Strong
358,horlah_awt," If I want to browse at night,  has a special data plan for night browsing. I'll do dat Wen I need data at night, Y must my Normal monthly sub be divided into night and day, I see no good reason for that. Dis is just pushing I, and people I know  away from glo",0,0,0.6071428571428571,0.05238095238095238,Strong
359,zedd_gram,    After this my data finish am jejefully migrating to glo atleast there data plan still dope,0,0,0.0,0.0,Neutral
360,hurller_herphyz,"   please improve in your network so that we can all be using glo,your data plan is the best but poor network.",9,1,0.44999999999999996,0.3,Strong
361,Alausa_O,"There was a time that, GLO was selling 1GB/₦200 for 3 days.

MTN was selling 1GB/₦200 for 7 days.

The two of them just suddenly stopped this dátà plan, despite that, many Nigerians buy this plan a lot.

Would have been a game changer for them.

But, na to exploit dem know",0,0,0.4666666666666666,0.033333333333333326,Strong
362,GloCare,"  Hello, . I am sorry to hear this. Please note that you can subscribe to the Glo special data plan with no Glo night bonus data added to it. Kindly click on the following link to view special data plans. https://t.co/xlWrSbiNej…  
**Yemi",0,0,0.6285714285714287,0.16285714285714287,Strong
363,GloCare," Hello , I am sorry to hear this. Please note that you can subscribe to the Glo special data plan with no Glo night bonus data added to it. Kindly click on the following link to view special data plans. https://t.co/4112G5GKLn
_Paul",0,0,0.6285714285714287,0.16285714285714287,Strong
364,Omadelii,"MTN and Glo are direct competitors. One wants to increase the GB for ₦500 and the other adds ₦50 to it's ₦500 data plan but the GB remains the same.

Mind you, it's a 2 day plan.",2,0,0.25,0.04375000000000001,Strong
365,callmemuktar,I need a solid Airtel/GLO data plan,2,0,0.1,0.0,Neutral
366,GloCare," Hello , kindly dial *127*01*glo number # to share data on an active data plan.
**Titi",0,0,0.75,0.23333333333333334,Strong
367,Singapore6,"After this plan expires,  show love or else... 👋 👋 

Dear glo, Your network will be replaced soon. To send me a data plan dial 08074474062  

 ... as i dey so, I no dey visit nana....",0,0,0.6,0.5,Strong
368,SheriffExcel," No I'm new to the glo 7gb started using it this week
I think the normal data plan runs faster than this 7gb on my own end",0,0,0.7015151515151515,0.22727272727272727,Strong
369,Bigwillar,  Glo's internet connection has to be the poorest there is out there (of all telecommunications companies) my business lost 347 thousand naira of my hard earned money due to inability to use the so called data plan We paid for...Do downtimes  last more than 4 hours?,1,0,0.37083333333333335,0.02083333333333333,Strong
370,Irawo258,"What is wrong with   network since yesterday

I can't call nor receive calls, can't do any activities on my line since yesterday.
Had to subscribe to glo data plan to be online today.
Your sim is just displaying NO SERVICE since yesterday.
Wetin happen nah.",0,0,0.9,-0.5,Weak
371,feyi__sola,Best Data plan for glo please 🥺??,1,0,0.3,1.0,Very Strong
372,ThankGodmantis3," Over here Glo’s  bad 
If you just subscribe for a data plan it get worse",0,0,0.6333333333333333,-0.5499999999999999,Weak
373,NenyeDiva,"Make us your data plug. We deliver like hebrew woman.
MTN data plan
500mb=200
1Gb= 350
2gb=700
3gb= 1050
5gb=1750

AIRTEL data plan
500mb= 300
1gb=500
2gb=1000
5gb=2500

GLO data plan
1.05gb= 600
2.5gb=1250
4.1gb=2000
5.8gb= 2500

9 mobile
3gb=1100
5gb=1800
10gb=3000
20gb=5000 https://t.co/QXHLf6YcPz",2,0,0.0,0.0,Neutral
374,SEYINGBOPHAMODU, I recharged my glo line +234 705 697 4634 with 3k. Am finding it difficult to subscribe for 10g data plan using *777#.Its not giving me the option of selecting that of 10g but only showing proceed for the previous data plan which I don't want. Ur help is needed on this,0,0,0.7222222222222222,-0.2222222222222222,Weak
375,Papi_waga,I spending 5k every week renewing my data plan for Glo. Thieves,0,0,0.0,0.0,Neutral
